Zipcode,ZoneName,Small,Medium,Large,ShippingClass,,,ZipZoneID,ZipCode,ZoneID,ShippingClass,ZoneName
95490,8,43,74,95,No Shipping Class Assigned,,,,,,,
95492,8,43,74,95,No Shipping Class Assigned,,,,,,,
95493,8,43,74,95,No Shipping Class Assigned,,,,,,,
95494,8,43,74,95,No Shipping Class Assigned,,,,,,,
95497,8,43,74,95,No Shipping Class Assigned,,,,,,,
95501,8,43,74,95,No Shipping Class Assigned,,,,,,,
95502,8,43,74,95,No Shipping Class Assigned,,,,,,,
95503,8,43,74,95,No Shipping Class Assigned,,,,,,,
95511,8,43,74,95,No Shipping Class Assigned,,,,,,,
95514,8,43,74,95,No Shipping Class Assigned,,,,,,,
95518,8,43,74,95,No Shipping Class Assigned,,,,,,,
95519,8,43,74,95,No Shipping Class Assigned,,,,,,,
95521,8,43,74,95,No Shipping Class Assigned,,,,,,,
95524,8,43,74,95,No Shipping Class Assigned,,,,,,,
95525,8,43,74,95,No Shipping Class Assigned,,,,,,,
95526,8,43,74,95,No Shipping Class Assigned,,,,,,,
95527,8,43,74,95,No Shipping Class Assigned,,,,,,,
95528,8,43,74,95,No Shipping Class Assigned,,,,,,,
95531,8,43,74,95,No Shipping Class Assigned,,,,,,,
95532,8,43,74,95,No Shipping Class Assigned,,,,,,,
95534,8,43,74,95,No Shipping Class Assigned,,,,,,,
95536,8,43,74,95,No Shipping Class Assigned,,,,,,,
95537,8,43,74,95,No Shipping Class Assigned,,,,,,,
95538,8,43,74,95,No Shipping Class Assigned,,,,,,,
95540,8,43,74,95,No Shipping Class Assigned,,,,,,,
95542,8,43,74,95,No Shipping Class Assigned,,,,,,,
95543,8,43,74,95,No Shipping Class Assigned,,,,,,,
95545,8,43,74,95,No Shipping Class Assigned,,,,,,,
95546,8,43,74,95,No Shipping Class Assigned,,,,,,,
95547,8,43,74,95,No Shipping Class Assigned,,,,,,,
95548,8,43,74,95,No Shipping Class Assigned,,,,,,,
95549,8,43,74,95,No Shipping Class Assigned,,,,,,,
95550,8,43,74,95,No Shipping Class Assigned,,,,,,,
95551,8,43,74,95,No Shipping Class Assigned,,,,,,,
95552,8,43,74,95,No Shipping Class Assigned,,,,,,,
95553,8,43,74,95,No Shipping Class Assigned,,,,,,,
95554,8,43,74,95,No Shipping Class Assigned,,,,,,,
95555,8,43,74,95,No Shipping Class Assigned,,,,,,,
95556,8,43,74,95,No Shipping Class Assigned,,,,,,,
95558,8,43,74,95,No Shipping Class Assigned,,,,,,,
95559,8,43,74,95,No Shipping Class Assigned,,,,,,,
95560,8,43,74,95,No Shipping Class Assigned,,,,,,,
95562,8,43,74,95,No Shipping Class Assigned,,,,,,,
95563,8,43,74,95,No Shipping Class Assigned,,,,,,,
95564,8,43,74,95,No Shipping Class Assigned,,,,,,,
95565,8,43,74,95,No Shipping Class Assigned,,,,,,,
95567,8,43,74,95,No Shipping Class Assigned,,,,,,,
95568,8,43,74,95,No Shipping Class Assigned,,,,,,,
95569,8,43,74,95,No Shipping Class Assigned,,,,,,,
95570,8,43,74,95,No Shipping Class Assigned,,,,,,,
95571,8,43,74,95,No Shipping Class Assigned,,,,,,,
95573,8,43,74,95,No Shipping Class Assigned,,,,,,,
95585,8,43,74,95,No Shipping Class Assigned,,,,,,,
95587,8,43,74,95,No Shipping Class Assigned,,,,,,,
95589,8,43,74,95,No Shipping Class Assigned,,,,,,,
95595,8,43,74,95,No Shipping Class Assigned,,,,,,,
95601,8,43,74,95,No Shipping Class Assigned,,,,,,,
95602,8,43,74,95,No Shipping Class Assigned,,,,,,,
95603,8,43,74,95,No Shipping Class Assigned,,,,,,,
95604,8,43,74,95,No Shipping Class Assigned,,,,,,,
95605,8,43,74,95,No Shipping Class Assigned,,,,,,,
95606,8,43,74,95,No Shipping Class Assigned,,,,,,,
95607,8,43,74,95,No Shipping Class Assigned,,,,,,,
95608,8,43,74,95,No Shipping Class Assigned,,,,,,,
95609,8,43,74,95,No Shipping Class Assigned,,,,,,,
95610,8,43,74,95,No Shipping Class Assigned,,,,,,,
95611,8,43,74,95,No Shipping Class Assigned,,,,,,,
95612,8,43,74,95,No Shipping Class Assigned,,,,,,,
95613,8,43,74,95,No Shipping Class Assigned,,,,,,,
95614,8,43,74,95,No Shipping Class Assigned,,,,,,,
95615,8,43,74,95,No Shipping Class Assigned,,,,,,,
95616,8,43,74,95,No Shipping Class Assigned,,,,,,,
95617,8,43,74,95,No Shipping Class Assigned,,,,,,,
95618,8,43,74,95,No Shipping Class Assigned,,,,,,,
95619,8,43,74,95,No Shipping Class Assigned,,,,,,,
95620,8,43,74,95,No Shipping Class Assigned,,,,,,,
95621,8,43,74,95,No Shipping Class Assigned,,,,,,,
95622,8,43,74,95,No Shipping Class Assigned,,,,,,,
95623,8,43,74,95,No Shipping Class Assigned,,,,,,,
95624,8,43,74,95,No Shipping Class Assigned,,,,,,,
95625,8,43,74,95,No Shipping Class Assigned,,,,,,,
95626,8,43,74,95,No Shipping Class Assigned,,,,,,,
95627,8,43,74,95,No Shipping Class Assigned,,,,,,,
95628,8,43,74,95,No Shipping Class Assigned,,,,,,,
95629,8,43,74,95,No Shipping Class Assigned,,,,,,,
95630,8,43,74,95,No Shipping Class Assigned,,,,,,,
95631,8,43,74,95,No Shipping Class Assigned,,,,,,,
95632,8,43,74,95,No Shipping Class Assigned,,,,,,,
95633,8,43,74,95,No Shipping Class Assigned,,,,,,,
95634,8,43,74,95,No Shipping Class Assigned,,,,,,,
95635,8,43,74,95,No Shipping Class Assigned,,,,,,,
95636,8,43,74,95,No Shipping Class Assigned,,,,,,,
95637,8,43,74,95,No Shipping Class Assigned,,,,,,,
95638,8,43,74,95,No Shipping Class Assigned,,,,,,,
95639,8,43,74,95,No Shipping Class Assigned,,,,,,,
95640,8,43,74,95,No Shipping Class Assigned,,,,,,,
95641,8,43,74,95,No Shipping Class Assigned,,,,,,,
95642,8,43,74,95,No Shipping Class Assigned,,,,,,,
95643,8,43,74,95,No Shipping Class Assigned,,,,,,,
95644,8,43,74,95,No Shipping Class Assigned,,,,,,,
95645,8,43,74,95,No Shipping Class Assigned,,,,,,,
95646,8,43,74,95,No Shipping Class Assigned,,,,,,,
95648,8,43,74,95,No Shipping Class Assigned,,,,,,,
95650,8,43,74,95,No Shipping Class Assigned,,,,,,,
95651,8,43,74,95,No Shipping Class Assigned,,,,,,,
95652,8,43,74,95,No Shipping Class Assigned,,,,,,,
95653,8,43,74,95,No Shipping Class Assigned,,,,,,,
95654,8,43,74,95,No Shipping Class Assigned,,,,,,,
95655,8,43,74,95,No Shipping Class Assigned,,,,,,,
95656,8,43,74,95,No Shipping Class Assigned,,,,,,,
95658,8,43,74,95,No Shipping Class Assigned,,,,,,,
95659,8,43,74,95,No Shipping Class Assigned,,,,,,,
95660,8,43,74,95,No Shipping Class Assigned,,,,,,,
95661,8,43,74,95,No Shipping Class Assigned,,,,,,,
95662,8,43,74,95,No Shipping Class Assigned,,,,,,,
95663,8,43,74,95,No Shipping Class Assigned,,,,,,,
95664,8,43,74,95,No Shipping Class Assigned,,,,,,,
95665,8,43,74,95,No Shipping Class Assigned,,,,,,,
95666,8,43,74,95,No Shipping Class Assigned,,,,,,,
95667,8,43,74,95,No Shipping Class Assigned,,,,,,,
95668,8,43,74,95,No Shipping Class Assigned,,,,,,,
95669,8,43,74,95,No Shipping Class Assigned,,,,,,,
95670,8,43,74,95,No Shipping Class Assigned,,,,,,,
95671,8,43,74,95,No Shipping Class Assigned,,,,,,,
95672,8,43,74,95,No Shipping Class Assigned,,,,,,,
95673,8,43,74,95,No Shipping Class Assigned,,,,,,,
95674,8,43,74,95,No Shipping Class Assigned,,,,,,,
95675,8,43,74,95,No Shipping Class Assigned,,,,,,,
95676,8,43,74,95,No Shipping Class Assigned,,,,,,,
95677,8,43,74,95,No Shipping Class Assigned,,,,,,,
95678,8,43,74,95,No Shipping Class Assigned,,,,,,,
95679,8,43,74,95,No Shipping Class Assigned,,,,,,,
95680,8,43,74,95,No Shipping Class Assigned,,,,,,,
95681,8,43,74,95,No Shipping Class Assigned,,,,,,,
95682,8,43,74,95,No Shipping Class Assigned,,,,,,,
95683,8,43,74,95,No Shipping Class Assigned,,,,,,,
95684,8,43,74,95,No Shipping Class Assigned,,,,,,,
95685,8,43,74,95,No Shipping Class Assigned,,,,,,,
95686,8,43,74,95,No Shipping Class Assigned,,,,,,,
95687,8,43,74,95,No Shipping Class Assigned,,,,,,,
95688,8,43,74,95,No Shipping Class Assigned,,,,,,,
95689,8,43,74,95,No Shipping Class Assigned,,,,,,,
95690,8,43,74,95,No Shipping Class Assigned,,,,,,,
95691,8,43,74,95,No Shipping Class Assigned,,,,,,,
95692,8,43,74,95,No Shipping Class Assigned,,,,,,,
95693,8,43,74,95,No Shipping Class Assigned,,,,,,,
95694,8,43,74,95,No Shipping Class Assigned,,,,,,,
95695,8,43,74,95,No Shipping Class Assigned,,,,,,,
95696,8,43,74,95,No Shipping Class Assigned,,,,,,,
95697,8,43,74,95,No Shipping Class Assigned,,,,,,,
95698,8,43,74,95,No Shipping Class Assigned,,,,,,,
95699,8,43,74,95,No Shipping Class Assigned,,,,,,,
95701,8,43,74,95,No Shipping Class Assigned,,,,,,,
95703,8,43,74,95,No Shipping Class Assigned,,,,,,,
95709,8,43,74,95,No Shipping Class Assigned,,,,,,,
95712,8,43,74,95,No Shipping Class Assigned,,,,,,,
95713,8,43,74,95,No Shipping Class Assigned,,,,,,,
95714,8,43,74,95,No Shipping Class Assigned,,,,,,,
95715,8,43,74,95,No Shipping Class Assigned,,,,,,,
95717,8,43,74,95,No Shipping Class Assigned,,,,,,,
95720,8,43,74,95,No Shipping Class Assigned,,,,,,,
95721,8,43,74,95,No Shipping Class Assigned,,,,,,,
95722,8,43,74,95,No Shipping Class Assigned,,,,,,,
95724,8,43,74,95,No Shipping Class Assigned,,,,,,,
95726,8,43,74,95,No Shipping Class Assigned,,,,,,,
95728,8,43,74,95,No Shipping Class Assigned,,,,,,,
95735,8,43,74,95,No Shipping Class Assigned,,,,,,,
95736,8,43,74,95,No Shipping Class Assigned,,,,,,,
95741,8,43,74,95,No Shipping Class Assigned,,,,,,,
95742,8,43,74,95,No Shipping Class Assigned,,,,,,,
95743,8,43,74,95,No Shipping Class Assigned,,,,,,,
95746,8,43,74,95,No Shipping Class Assigned,,,,,,,
95747,8,43,74,95,No Shipping Class Assigned,,,,,,,
95757,8,43,74,95,No Shipping Class Assigned,,,,,,,
95758,8,43,74,95,No Shipping Class Assigned,,,,,,,
95759,8,43,74,95,No Shipping Class Assigned,,,,,,,
95762,8,43,74,95,No Shipping Class Assigned,,,,,,,
95763,8,43,74,95,No Shipping Class Assigned,,,,,,,
95765,8,43,74,95,No Shipping Class Assigned,,,,,,,
95776,8,43,74,95,No Shipping Class Assigned,,,,,,,
95798,8,43,74,95,No Shipping Class Assigned,,,,,,,
95799,8,43,74,95,No Shipping Class Assigned,,,,,,,
95811,8,43,74,95,No Shipping Class Assigned,,,,,,,
95812,8,43,74,95,No Shipping Class Assigned,,,,,,,
95813,8,43,74,95,No Shipping Class Assigned,,,,,,,
95814,8,43,74,95,No Shipping Class Assigned,,,,,,,
95815,8,43,74,95,No Shipping Class Assigned,,,,,,,
95816,8,43,74,95,No Shipping Class Assigned,,,,,,,
95817,8,43,74,95,No Shipping Class Assigned,,,,,,,
95818,8,43,74,95,No Shipping Class Assigned,,,,,,,
95819,8,43,74,95,No Shipping Class Assigned,,,,,,,
95820,8,43,74,95,No Shipping Class Assigned,,,,,,,
95821,8,43,74,95,No Shipping Class Assigned,,,,,,,
95822,8,43,74,95,No Shipping Class Assigned,,,,,,,
95823,8,43,74,95,No Shipping Class Assigned,,,,,,,
95824,8,43,74,95,No Shipping Class Assigned,,,,,,,
95825,8,43,74,95,No Shipping Class Assigned,,,,,,,
95826,8,43,74,95,No Shipping Class Assigned,,,,,,,
95827,8,43,74,95,No Shipping Class Assigned,,,,,,,
95828,8,43,74,95,No Shipping Class Assigned,,,,,,,
95829,8,43,74,95,No Shipping Class Assigned,,,,,,,
95830,8,43,74,95,No Shipping Class Assigned,,,,,,,
95831,8,43,74,95,No Shipping Class Assigned,,,,,,,
95832,8,43,74,95,No Shipping Class Assigned,,,,,,,
95833,8,43,74,95,No Shipping Class Assigned,,,,,,,
95834,8,43,74,95,No Shipping Class Assigned,,,,,,,
95835,8,43,74,95,No Shipping Class Assigned,,,,,,,
95836,8,43,74,95,No Shipping Class Assigned,,,,,,,
95837,8,43,74,95,No Shipping Class Assigned,,,,,,,
95838,8,43,74,95,No Shipping Class Assigned,,,,,,,
95840,8,43,74,95,No Shipping Class Assigned,,,,,,,
95841,8,43,74,95,No Shipping Class Assigned,,,,,,,
95842,8,43,74,95,No Shipping Class Assigned,,,,,,,
95843,8,43,74,95,No Shipping Class Assigned,,,,,,,
95851,8,43,74,95,No Shipping Class Assigned,,,,,,,
95852,8,43,74,95,No Shipping Class Assigned,,,,,,,
95853,8,43,74,95,No Shipping Class Assigned,,,,,,,
95857,8,43,74,95,No Shipping Class Assigned,,,,,,,
95860,8,43,74,95,No Shipping Class Assigned,,,,,,,
95864,8,43,74,95,No Shipping Class Assigned,,,,,,,
95865,8,43,74,95,No Shipping Class Assigned,,,,,,,
95866,8,43,74,95,No Shipping Class Assigned,,,,,,,
95867,8,43,74,95,No Shipping Class Assigned,,,,,,,
95873,8,43,74,95,No Shipping Class Assigned,,,,,,,
95887,8,43,74,95,No Shipping Class Assigned,,,,,,,
95894,8,43,74,95,No Shipping Class Assigned,,,,,,,
95899,8,43,74,95,No Shipping Class Assigned,,,,,,,
95901,8,43,74,95,No Shipping Class Assigned,,,,,,,
95903,8,43,74,95,No Shipping Class Assigned,,,,,,,
95910,8,43,74,95,No Shipping Class Assigned,,,,,,,
95912,8,43,74,95,No Shipping Class Assigned,,,,,,,
95913,8,43,74,95,No Shipping Class Assigned,,,,,,,
95914,8,43,74,95,No Shipping Class Assigned,,,,,,,
95915,8,43,74,95,No Shipping Class Assigned,,,,,,,
95916,8,43,74,95,No Shipping Class Assigned,,,,,,,
95917,8,43,74,95,No Shipping Class Assigned,,,,,,,
95918,8,43,74,95,No Shipping Class Assigned,,,,,,,
95919,8,43,74,95,No Shipping Class Assigned,,,,,,,
95920,8,43,74,95,No Shipping Class Assigned,,,,,,,
95922,8,43,74,95,No Shipping Class Assigned,,,,,,,
95923,8,43,74,95,No Shipping Class Assigned,,,,,,,
95924,8,43,74,95,No Shipping Class Assigned,,,,,,,
95925,8,43,74,95,No Shipping Class Assigned,,,,,,,
95926,8,43,74,95,No Shipping Class Assigned,,,,,,,
95927,8,43,74,95,No Shipping Class Assigned,,,,,,,
95928,8,43,74,95,No Shipping Class Assigned,,,,,,,
95929,8,43,74,95,No Shipping Class Assigned,,,,,,,
95930,8,43,74,95,No Shipping Class Assigned,,,,,,,
95931,8,43,74,95,No Shipping Class Assigned,,,,,,,
95932,8,43,74,95,No Shipping Class Assigned,,,,,,,
95934,8,43,74,95,No Shipping Class Assigned,,,,,,,
95935,8,43,74,95,No Shipping Class Assigned,,,,,,,
95936,8,43,74,95,No Shipping Class Assigned,,,,,,,
95937,8,43,74,95,No Shipping Class Assigned,,,,,,,
95938,8,43,74,95,No Shipping Class Assigned,,,,,,,
95939,8,43,74,95,No Shipping Class Assigned,,,,,,,
95940,8,43,74,95,No Shipping Class Assigned,,,,,,,
95941,8,43,74,95,No Shipping Class Assigned,,,,,,,
95942,8,43,74,95,No Shipping Class Assigned,,,,,,,
95943,8,43,74,95,No Shipping Class Assigned,,,,,,,
95944,8,43,74,95,No Shipping Class Assigned,,,,,,,
95945,8,43,74,95,No Shipping Class Assigned,,,,,,,
95946,8,43,74,95,No Shipping Class Assigned,,,,,,,
95947,8,43,74,95,No Shipping Class Assigned,,,,,,,
95948,8,43,74,95,No Shipping Class Assigned,,,,,,,
95949,8,43,74,95,No Shipping Class Assigned,,,,,,,
95950,8,43,74,95,No Shipping Class Assigned,,,,,,,
95951,8,43,74,95,No Shipping Class Assigned,,,,,,,
95953,8,43,74,95,No Shipping Class Assigned,,,,,,,
95954,8,43,74,95,No Shipping Class Assigned,,,,,,,
95955,8,43,74,95,No Shipping Class Assigned,,,,,,,
95956,8,43,74,95,No Shipping Class Assigned,,,,,,,
95957,8,43,74,95,No Shipping Class Assigned,,,,,,,
95958,8,43,74,95,No Shipping Class Assigned,,,,,,,
95959,8,43,74,95,No Shipping Class Assigned,,,,,,,
95960,8,43,74,95,No Shipping Class Assigned,,,,,,,
95961,8,43,74,95,No Shipping Class Assigned,,,,,,,
95962,8,43,74,95,No Shipping Class Assigned,,,,,,,
95963,8,43,74,95,No Shipping Class Assigned,,,,,,,
95965,8,43,74,95,No Shipping Class Assigned,,,,,,,
95966,8,43,74,95,No Shipping Class Assigned,,,,,,,
95967,8,43,74,95,No Shipping Class Assigned,,,,,,,
95968,8,43,74,95,No Shipping Class Assigned,,,,,,,
95969,8,43,74,95,No Shipping Class Assigned,,,,,,,
95970,8,43,74,95,No Shipping Class Assigned,,,,,,,
95971,8,43,74,95,No Shipping Class Assigned,,,,,,,
95972,8,43,74,95,No Shipping Class Assigned,,,,,,,
95973,8,43,74,95,No Shipping Class Assigned,,,,,,,
95974,8,43,74,95,No Shipping Class Assigned,,,,,,,
95975,8,43,74,95,No Shipping Class Assigned,,,,,,,
95976,8,43,74,95,No Shipping Class Assigned,,,,,,,
95977,8,43,74,95,No Shipping Class Assigned,,,,,,,
95978,8,43,74,95,No Shipping Class Assigned,,,,,,,
95979,8,43,74,95,No Shipping Class Assigned,,,,,,,
95980,8,43,74,95,No Shipping Class Assigned,,,,,,,
95981,8,43,74,95,No Shipping Class Assigned,,,,,,,
95982,8,43,74,95,No Shipping Class Assigned,,,,,,,
95983,8,43,74,95,No Shipping Class Assigned,,,,,,,
95984,8,43,74,95,No Shipping Class Assigned,,,,,,,
95986,8,43,74,95,No Shipping Class Assigned,,,,,,,
95987,8,43,74,95,No Shipping Class Assigned,,,,,,,
95988,8,43,74,95,No Shipping Class Assigned,,,,,,,
95991,8,43,74,95,No Shipping Class Assigned,,,,,,,
95992,8,43,74,95,No Shipping Class Assigned,,,,,,,
95993,8,43,74,95,No Shipping Class Assigned,,,,,,,
96001,8,43,74,95,No Shipping Class Assigned,,,,,,,
96002,8,43,74,95,No Shipping Class Assigned,,,,,,,
96003,8,43,74,95,No Shipping Class Assigned,,,,,,,
96006,8,43,74,95,No Shipping Class Assigned,,,,,,,
96007,8,43,74,95,No Shipping Class Assigned,,,,,,,
96008,8,43,74,95,No Shipping Class Assigned,,,,,,,
96009,8,43,74,95,No Shipping Class Assigned,,,,,,,
96010,8,43,74,95,No Shipping Class Assigned,,,,,,,
96011,8,43,74,95,No Shipping Class Assigned,,,,,,,
96013,8,43,74,95,No Shipping Class Assigned,,,,,,,
96014,8,43,74,95,No Shipping Class Assigned,,,,,,,
96015,8,43,74,95,No Shipping Class Assigned,,,,,,,
96016,8,43,74,95,No Shipping Class Assigned,,,,,,,
96017,8,43,74,95,No Shipping Class Assigned,,,,,,,
96019,8,43,74,95,No Shipping Class Assigned,,,,,,,
96020,8,43,74,95,No Shipping Class Assigned,,,,,,,
96021,8,43,74,95,No Shipping Class Assigned,,,,,,,
96022,8,43,74,95,No Shipping Class Assigned,,,,,,,
96023,8,43,74,95,No Shipping Class Assigned,,,,,,,
96024,8,43,74,95,No Shipping Class Assigned,,,,,,,
96025,8,43,74,95,No Shipping Class Assigned,,,,,,,
96027,8,43,74,95,No Shipping Class Assigned,,,,,,,
96028,8,43,74,95,No Shipping Class Assigned,,,,,,,
96029,8,43,74,95,No Shipping Class Assigned,,,,,,,
96031,8,43,74,95,No Shipping Class Assigned,,,,,,,
96032,8,43,74,95,No Shipping Class Assigned,,,,,,,
96033,8,43,74,95,No Shipping Class Assigned,,,,,,,
96034,8,43,74,95,No Shipping Class Assigned,,,,,,,
96035,8,43,74,95,No Shipping Class Assigned,,,,,,,
96037,8,43,74,95,No Shipping Class Assigned,,,,,,,
96038,8,43,74,95,No Shipping Class Assigned,,,,,,,
96039,8,43,74,95,No Shipping Class Assigned,,,,,,,
96040,8,43,74,95,No Shipping Class Assigned,,,,,,,
96041,8,43,74,95,No Shipping Class Assigned,,,,,,,
96044,8,43,74,95,No Shipping Class Assigned,,,,,,,
96045,8,43,74,95,No Shipping Class Assigned,,,,,,,
96046,8,43,74,95,No Shipping Class Assigned,,,,,,,
96047,8,43,74,95,No Shipping Class Assigned,,,,,,,
96048,8,43,74,95,No Shipping Class Assigned,,,,,,,
96049,8,43,74,95,No Shipping Class Assigned,,,,,,,
96050,8,43,74,95,No Shipping Class Assigned,,,,,,,
96051,8,43,74,95,No Shipping Class Assigned,,,,,,,
96052,8,43,74,95,No Shipping Class Assigned,,,,,,,
96053,8,43,74,95,No Shipping Class Assigned,,,,,,,
96054,8,43,74,95,No Shipping Class Assigned,,,,,,,
96055,8,43,74,95,No Shipping Class Assigned,,,,,,,
96056,8,43,74,95,No Shipping Class Assigned,,,,,,,
96057,8,43,74,95,No Shipping Class Assigned,,,,,,,
96058,8,43,74,95,No Shipping Class Assigned,,,,,,,
96059,8,43,74,95,No Shipping Class Assigned,,,,,,,
96061,8,43,74,95,No Shipping Class Assigned,,,,,,,
96062,8,43,74,95,No Shipping Class Assigned,,,,,,,
96063,8,43,74,95,No Shipping Class Assigned,,,,,,,
96064,8,43,74,95,No Shipping Class Assigned,,,,,,,
96065,8,43,74,95,No Shipping Class Assigned,,,,,,,
96067,8,43,74,95,No Shipping Class Assigned,,,,,,,
96068,8,43,74,95,No Shipping Class Assigned,,,,,,,
96069,8,43,74,95,No Shipping Class Assigned,,,,,,,
96070,8,43,74,95,No Shipping Class Assigned,,,,,,,
96071,8,43,74,95,No Shipping Class Assigned,,,,,,,
96073,8,43,74,95,No Shipping Class Assigned,,,,,,,
96074,8,43,74,95,No Shipping Class Assigned,,,,,,,
96075,8,43,74,95,No Shipping Class Assigned,,,,,,,
96076,8,43,74,95,No Shipping Class Assigned,,,,,,,
96078,8,43,74,95,No Shipping Class Assigned,,,,,,,
96079,8,43,74,95,No Shipping Class Assigned,,,,,,,
96080,8,43,74,95,No Shipping Class Assigned,,,,,,,
96084,8,43,74,95,No Shipping Class Assigned,,,,,,,
96085,8,43,74,95,No Shipping Class Assigned,,,,,,,
96086,8,43,74,95,No Shipping Class Assigned,,,,,,,
96087,8,43,74,95,No Shipping Class Assigned,,,,,,,
96088,8,43,74,95,No Shipping Class Assigned,,,,,,,
96089,8,43,74,95,No Shipping Class Assigned,,,,,,,
96090,8,43,74,95,No Shipping Class Assigned,,,,,,,
96091,8,43,74,95,No Shipping Class Assigned,,,,,,,
96092,8,43,74,95,No Shipping Class Assigned,,,,,,,
96093,8,43,74,95,No Shipping Class Assigned,,,,,,,
96094,8,43,74,95,No Shipping Class Assigned,,,,,,,
96095,8,43,74,95,No Shipping Class Assigned,,,,,,,
96096,8,43,74,95,No Shipping Class Assigned,,,,,,,
96097,8,43,74,95,No Shipping Class Assigned,,,,,,,
96099,8,43,74,95,No Shipping Class Assigned,,,,,,,
96101,8,43,74,95,No Shipping Class Assigned,,,,,,,
96103,8,43,74,95,No Shipping Class Assigned,,,,,,,
96104,8,43,74,95,No Shipping Class Assigned,,,,,,,
96105,8,43,74,95,No Shipping Class Assigned,,,,,,,
96106,8,43,74,95,No Shipping Class Assigned,,,,,,,
96107,8,43,74,95,No Shipping Class Assigned,,,,,,,
96108,8,43,74,95,No Shipping Class Assigned,,,,,,,
96109,8,43,74,95,No Shipping Class Assigned,,,,,,,
96110,8,43,74,95,No Shipping Class Assigned,,,,,,,
96111,8,43,74,95,No Shipping Class Assigned,,,,,,,
96112,8,43,74,95,No Shipping Class Assigned,,,,,,,
96113,8,43,74,95,No Shipping Class Assigned,,,,,,,
96114,8,43,74,95,No Shipping Class Assigned,,,,,,,
96115,8,43,74,95,No Shipping Class Assigned,,,,,,,
96116,8,43,74,95,No Shipping Class Assigned,,,,,,,
96117,8,43,74,95,No Shipping Class Assigned,,,,,,,
96118,8,43,74,95,No Shipping Class Assigned,,,,,,,
96119,8,43,74,95,No Shipping Class Assigned,,,,,,,
96120,8,43,74,95,No Shipping Class Assigned,,,,,,,
96121,8,43,74,95,No Shipping Class Assigned,,,,,,,
96122,8,43,74,95,No Shipping Class Assigned,,,,,,,
96123,8,43,74,95,No Shipping Class Assigned,,,,,,,
96124,8,43,74,95,No Shipping Class Assigned,,,,,,,
96125,8,43,74,95,No Shipping Class Assigned,,,,,,,
96126,8,43,74,95,No Shipping Class Assigned,,,,,,,
96127,8,43,74,95,No Shipping Class Assigned,,,,,,,
96128,8,43,74,95,No Shipping Class Assigned,,,,,,,
96129,8,43,74,95,No Shipping Class Assigned,,,,,,,
96130,8,43,74,95,No Shipping Class Assigned,,,,,,,
96132,8,43,74,95,No Shipping Class Assigned,,,,,,,
96133,8,43,74,95,No Shipping Class Assigned,,,,,,,
96134,8,43,74,95,No Shipping Class Assigned,,,,,,,
96135,8,43,74,95,No Shipping Class Assigned,,,,,,,
96136,8,43,74,95,No Shipping Class Assigned,,,,,,,
96137,8,43,74,95,No Shipping Class Assigned,,,,,,,
96140,8,43,74,95,No Shipping Class Assigned,,,,,,,
96141,8,43,74,95,No Shipping Class Assigned,,,,,,,
96142,8,43,74,95,No Shipping Class Assigned,,,,,,,
96143,8,43,74,95,No Shipping Class Assigned,,,,,,,
96145,8,43,74,95,No Shipping Class Assigned,,,,,,,
96146,8,43,74,95,No Shipping Class Assigned,,,,,,,
96148,8,43,74,95,No Shipping Class Assigned,,,,,,,
96150,8,43,74,95,No Shipping Class Assigned,,,,,,,
96151,8,43,74,95,No Shipping Class Assigned,,,,,,,
96152,8,43,74,95,No Shipping Class Assigned,,,,,,,
96153,8,43,74,95,No Shipping Class Assigned,,,,,,,
96154,8,43,74,95,No Shipping Class Assigned,,,,,,,
96155,8,43,74,95,No Shipping Class Assigned,,,,,,,
96156,8,43,74,95,No Shipping Class Assigned,,,,,,,
96157,8,43,74,95,No Shipping Class Assigned,,,,,,,
96158,8,43,74,95,No Shipping Class Assigned,,,,,,,
96160,8,43,74,95,No Shipping Class Assigned,,,,,,,
96161,8,43,74,95,No Shipping Class Assigned,,,,,,,
96162,8,43,74,95,No Shipping Class Assigned,,,,,,,
96208,8,43,74,95,No Shipping Class Assigned,,,,,,,
96337,8,43,74,95,No Shipping Class Assigned,,,,,,,
96373,8,43,74,95,No Shipping Class Assigned,,,,,,,
96507,8,43,74,95,No Shipping Class Assigned,,,,,,,
96536,8,43,74,95,No Shipping Class Assigned,,,,,,,
96644,8,43,74,95,No Shipping Class Assigned,,,,,,,
96700,12,53,80,105,No Shipping Class Assigned,,,,,,,
96701,10,53,80,105,No Shipping Class Assigned,,,,,,,
96702,12,53,80,105,No Shipping Class Assigned,,,,,,,
96703,12,53,80,105,No Shipping Class Assigned,,,,,,,
96704,12,53,80,105,No Shipping Class Assigned,,,,,,,
96705,12,53,80,105,No Shipping Class Assigned,,,,,,,
96706,10,53,80,105,No Shipping Class Assigned,,,,,,,
96707,10,53,80,105,No Shipping Class Assigned,,,,,,,
96708,12,53,80,105,No Shipping Class Assigned,,,,,,,
96709,10,53,80,105,No Shipping Class Assigned,,,,,,,
96710,12,53,80,105,No Shipping Class Assigned,,,,,,,
96711,10,53,80,105,No Shipping Class Assigned,,,,,,,
96712,10,53,80,105,No Shipping Class Assigned,,,,,,,
96713,12,53,80,105,No Shipping Class Assigned,,,,,,,
96714,12,53,80,105,No Shipping Class Assigned,,,,,,,
96715,12,53,80,105,No Shipping Class Assigned,,,,,,,
96716,12,53,80,105,No Shipping Class Assigned,,,,,,,
